@relation unbalanced-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.3-no-replacement

@attribute WBN_GC_L_0.25 numeric
@attribute WBN_GC_H_0.25 numeric
@attribute WBN_GC_L_0.50 numeric
@attribute WBN_GC_H_0.50 numeric
@attribute WBN_GC_L_0.75 numeric
@attribute WBN_GC_H_0.75 numeric
@attribute WBN_GC_L_1.00 numeric
@attribute WBN_GC_H_1.00 numeric
@attribute WBN_EN_L_0.25 numeric
@attribute WBN_EN_H_0.25 numeric
@attribute WBN_EN_L_0.50 numeric
@attribute WBN_EN_H_0.50 numeric
@attribute WBN_EN_L_0.75 numeric
@attribute WBN_EN_H_0.75 numeric
@attribute WBN_EN_L_1.00 numeric
@attribute WBN_EN_H_1.00 numeric
@attribute WBN_LP_L_0.25 numeric
@attribute WBN_LP_H_0.25 numeric
@attribute WBN_LP_L_0.50 numeric
@attribute WBN_LP_H_0.50 numeric
@attribute WBN_LP_L_0.75 numeric
@attribute WBN_LP_H_0.75 numeric
@attribute WBN_LP_L_1.00 numeric
@attribute WBN_LP_H_1.00 numeric
@attribute XLogP numeric
@attribute PSA numeric
@attribute NumRot numeric
@attribute NumHBA numeric
@attribute NumHBD numeric
@attribute MW numeric
@attribute BBB numeric
@attribute BadGroup numeric
@attribute Outcome {Active,Inactive}

@data
-2.1962,1.9229,-2.4932,2.4842,-3.034,3.2636,-3.7607,4.1373,-0.8543,1.3216,-1.7395,2.129,-2.636,3.0267,-3.5379,3.9487,-0.8727,1.1502,-1.7056,2.073,-2.5964,3.007,-3.4985,3.9446,3.753,53.68,2,3,1,313.397,1,0,Inactive
-1.47,1.4779,-1.9561,1.9606,-2.7218,2.7963,-3.5602,3.6912,-0.8391,1.2243,-1.7029,1.9798,-2.5739,2.8527,-3.4479,3.7462,-0.8632,1.1553,-1.6324,2.0427,-2.4814,2.9404,-3.3474,3.8419,3.511,70.53,7,3,1,383.561,0,0,Inactive
-1.5304,1.4772,-1.9089,2.1587,-2.703,2.9503,-3.5286,3.7875,-0.5365,1.544,-1.2536,2.39,-2.0612,3.2595,-2.8959,4.1381,-1.0838,1.0363,-1.9147,1.8345,-2.7593,2.6843,-3.6089,3.5534,1.956,94.75,8,5,0,370.519,0,0,Inactive
-1.7029,1.4369,-2.2247,2.2748,-2.9276,3.1934,-3.7241,4.1415,-0.775,1.5288,-1.5857,2.4095,-2.4257,3.3461,-3.2805,4.306,-1.0839,1.1365,-1.9281,2.0654,-2.7945,3.0301,-3.67,4.0051,6.559,106.52,9,5,0,489.659,0,0,Inactive
-1.8447,1.5757,-2.1129,2.2467,-2.8396,3.0692,-3.6456,3.9436,-0.8162,1.3706,-1.6432,2.1931,-2.4984,3.0793,-3.3661,3.9852,-0.9991,1.1356,-1.8104,2.011,-2.6687,2.9132,-3.5406,3.8263,5.927,69.42,3,2,0,448.632,1,0,Inactive
-2.3549,1.612,-2.6122,2.3241,-2.9988,3.1822,-3.6852,4.0846,-0.826,1.3766,-1.7002,2.2176,-2.5939,3.126,-3.4962,4.054,-0.995,1.1576,-1.8181,2.0658,-2.6988,2.9947,-3.5966,3.9314,2.31,140.76,12,6,2,538.67,0,0,Inactive
-2.2628,1.9839,-2.3829,2.4006,-2.6288,3.0461,-3.0557,3.8325,-0.7096,1.2439,-1.4392,1.9576,-2.1779,2.7826,-2.9215,3.632,-0.8888,1.0372,-1.5747,1.838,-2.2807,2.6924,-3.0031,3.5523,2.013,130.17,7,7,2,419.499,0,0,Inactive
-2.2842,2.1768,-2.4098,2.3412,-2.6668,3.0509,-3.1953,3.8666,-0.7936,1.2384,-1.6008,1.9472,-2.4129,2.7747,-3.2276,3.6303,-0.9479,1.0351,-1.7079,1.8481,-2.5054,2.6947,-3.3123,3.554,2.445,100.16,6,8,1,441.48,0,0,Inactive
-2.384,2.3996,-2.5266,2.8831,-2.809,3.5852,-3.276,4.3714,-0.7881,2.4014,-1.5937,2.6746,-2.4055,3.1235,-3.2203,3.8353,-1.0455,0.9935,-1.8009,1.7967,-2.5923,2.6389,-3.3944,3.4952,0.749,93.98,8,9,1,428.367,0,1,Inactive
-2.2634,2.3733,-2.3831,2.7939,-2.6263,3.4254,-3.075,4.1685,-0.7778,1.3611,-1.5652,2.0848,-2.3574,2.8765,-3.1527,3.6951,-1.0339,1.147,-1.7748,1.9275,-2.5522,2.7347,-3.3392,3.5536,2.461,66.29,6,6,1,391.269,1,2,Inactive
-1.4703,1.2609,-1.6591,1.9543,-2.3625,2.7437,-3.1577,3.5587,-0.8074,1.0262,-1.6199,1.7174,-2.4338,2.5423,-3.2483,3.3754,-0.8298,1.0717,-1.5104,1.8868,-2.2995,2.7142,-3.1044,3.5459,3.088,40.46,3,2,2,222.328,1,0,Inactive
-1.8084,1.9801,-2.0971,2.3894,-2.824,3.2191,-3.6316,4.1163,-0.7426,1.3779,-1.5879,2.2254,-2.4614,3.1375,-3.3446,4.0669,-0.9944,1.0983,-1.812,2.0118,-2.68,2.9435,-3.5619,3.8813,0.236,164.06,14,6,2,427.548,0,0,Inactive
-1.8084,1.6553,-2.2036,2.4224,-3.0109,3.3323,-3.8943,4.2834,-0.8186,1.4306,-1.73,2.3392,-2.6672,3.3063,-3.6137,4.289,-1.0108,1.191,-1.8895,2.1519,-2.8206,3.1337,-3.7654,4.1227,3.396,101.48,7,5,2,409.49,0,0,Inactive
-2.4174,1.9229,-2.5404,2.4803,-3.0344,3.2454,-3.7636,4.1068,-0.8549,1.3205,-1.7391,2.1233,-2.6346,3.0161,-3.5354,3.9337,-0.8719,1.1519,-1.7001,2.0722,-2.5885,3.0028,-3.4889,3.9366,4.991,39.44,4,2,0,286.371,1,0,Inactive
-1.4728,1.9835,-1.7932,2.3902,-2.2956,2.9489,-2.9614,3.6334,-0.7621,1.2246,-1.5363,1.857,-2.3143,2.5922,-3.0943,3.3689,-0.8825,1.0372,-1.569,1.7759,-2.2909,2.5673,-3.0469,3.3663,1.108,86.63,4,5,3,261.277,0,0,Inactive
-2.264,2.1767,-2.3846,2.3362,-2.6342,3.0184,-3.1319,3.8052,-0.7811,1.2739,-1.5735,1.9609,-2.3697,2.7422,-3.168,3.5587,-0.9765,1.0297,-1.6734,1.8259,-2.4407,2.6484,-3.2225,3.481,1.747,77.1,6,7,1,346.383,0,1,Inactive
-1.4811,2.2733,-2.0041,2.7346,-2.7287,3.4956,-3.5379,4.3656,-0.764,2.4015,-1.5594,2.6782,-2.4288,3.3206,-3.3151,4.2348,-1.1037,1.1299,-1.9276,2.0049,-2.778,2.9275,-3.6487,3.8656,1.939,138.51,6,7,2,480.424,0,0,Inactive
-2.3917,1.5521,-2.5178,2.1707,-2.7506,2.9529,-3.1825,3.7809,-0.7855,1.2815,-1.5794,2.0032,-2.3766,2.8154,-3.1753,3.6568,-0.8762,1.1172,-1.5732,1.9488,-2.312,2.7968,-3.0748,3.6522,4.238,75.71,8,6,1,366.417,0,0,Inactive
-2.4042,1.4442,-2.5394,2.1232,-2.806,2.9258,-3.3028,3.7629,-0.7993,1.2468,-1.6099,1.9461,-2.4248,2.7665,-3.2418,3.6201,-0.9203,1.1141,-1.6199,1.9486,-2.3899,2.804,-3.1886,3.6678,3.737,59.08,6,6,0,462.59,1,0,Inactive
-2.2178,2.1767,-2.3467,2.3162,-2.5455,3.0533,-3.0736,3.8817,-0.784,1.5208,-1.5854,2.1901,-2.3936,2.9199,-3.2054,3.7062,-0.9866,1.4331,-1.6457,2.0262,-2.4123,2.7868,-3.2121,3.6064,3.969,67.87,6,8,1,403.479,1,1,Inactive
-2.3984,1.2873,-2.5258,1.9475,-2.7589,2.7587,-3.485,3.5909,-0.7609,1.5333,-1.5338,2.3534,-2.3123,3.1914,-3.0955,4.0372,-1.0784,1.009,-1.8944,1.7942,-2.7209,2.6103,-3.5512,3.4437,2.458,80.85,5,5,1,337.441,0,1,Inactive
-2.3834,1.8494,-2.5264,2.3279,-2.8105,3.1008,-3.2952,3.9274,-0.7977,1.2249,-1.6114,1.9317,-2.4302,2.7669,-3.2513,3.6281,-0.9115,1.0035,-1.6894,1.8267,-2.4966,2.6841,-3.3117,3.5515,3.965,83.09,7,7,1,483.605,0,1,Inactive
-2.2627,1.8829,-2.3826,2.4626,-3.0132,3.3587,-3.8942,4.3098,-0.8171,1.4361,-1.7272,2.3495,-2.6633,3.3209,-3.6089,4.3079,-1.0098,1.1939,-1.8876,2.1592,-2.8178,3.1455,-3.7619,4.1388,3.583,107.92,7,5,0,445.479,0,1,Inactive
-2.401,2.344,-2.5338,2.6901,-2.7984,3.1531,-3.2571,3.8406,-0.7818,2.4012,-1.5757,2.6686,-2.3739,3.0587,-3.1741,3.616,-0.9773,1.0291,-1.6725,1.8231,-2.4373,2.6428,-3.2177,3.4725,2.371,85.89,9,7,2,402.369,0,1,Inactive
-2.261,1.8508,-2.3873,2.3145,-2.6379,3.0052,-3.1983,3.7968,-0.7909,1.2354,-1.5943,1.9346,-2.403,2.7528,-3.2143,3.6002,-0.9477,1.1275,-1.7061,1.9314,-2.5006,2.7567,-3.304,3.5961,4.243,107,9,6,1,478.01,0,1,Inactive
-1.3171,2.0459,-1.942,2.4184,-2.7603,3.012,-3.6039,3.9164,-0.8126,1.554,-1.636,2.4135,-2.4693,3.3066,-3.3113,4.2188,-1.0817,1.1937,-1.9117,2.1091,-2.7595,3.0378,-3.6161,3.9737,3.398,159,6,10,2,559.714,0,1,Inactive
-2.2676,2.363,-2.3856,2.8242,-2.6227,3.4152,-3.1339,4.0766,-0.7758,2.4012,-1.5607,2.6712,-2.3493,3.0781,-3.14,3.6466,-1.0727,1.0576,-1.7025,1.8493,-2.4073,2.6583,-3.1499,3.4745,3.586,76.07,10,6,1,377.359,0,1,Inactive
-1.5349,1.6566,-2.0632,2.431,-2.7984,3.3332,-3.636,4.2723,-0.7737,1.5423,-1.6279,2.4026,-2.5098,3.3203,-3.4029,4.2684,-1.1101,1.1328,-1.9231,2.0695,-2.7919,3.0315,-3.6777,4.0015,1.217,137.99,6,6,1,495.026,0,0,Inactive
-2.2216,2.1805,-2.3526,2.419,-2.8439,3.2914,-3.6672,4.2089,-0.832,1.3786,-1.7125,2.2261,-2.6112,3.1435,-3.518,4.0811,-0.9958,1.1267,-1.828,2.0483,-2.7178,2.9901,-3.6228,3.9387,1.903,164.54,16,10,2,584.651,0,0,Inactive
-2.4164,1.8507,-2.5386,2.3152,-2.7707,3.0095,-3.237,3.805,-0.7904,1.2356,-1.5933,1.9351,-2.4016,2.7536,-3.2126,3.6013,-0.9477,1.0636,-1.7065,1.8681,-2.5016,2.7003,-3.3058,3.5471,2.924,90.93,9,7,1,441.524,0,1,Inactive
-1.4655,1.497,-1.9561,1.9831,-2.7218,2.811,-3.5602,3.7086,-0.8391,1.2254,-1.7029,1.9841,-2.5739,2.8611,-3.4479,3.7587,-0.8632,1.1593,-1.6324,2.0507,-2.4814,2.9524,-3.3474,3.8579,5.159,67.29,6,2,1,376.525,1,0,Inactive
-2.3834,1.5669,-2.5263,2.2805,-2.8097,3.0472,-3.2816,3.8388,-0.7813,1.1379,-1.5781,1.8021,-2.3797,2.5989,-3.1833,3.4168,-0.8192,0.996,-1.5887,1.7863,-2.3801,2.6012,-3.1787,3.4236,2.961,34.17,6,5,0,362.514,1,0,Inactive
-1.5641,1.6114,-2.1076,2.3227,-2.8529,3.1811,-3.6852,4.0845,-0.826,1.376,-1.7002,2.2168,-2.5939,3.1258,-3.4962,4.0546,-0.995,1.1675,-1.8181,2.0745,-2.6988,3.0039,-3.5966,3.9415,4.099,109.6,10,5,1,553.128,0,0,Inactive
-2.399,1.8503,-2.5165,2.3511,-2.7353,3.1221,-3.2089,3.9501,-0.7989,1.2387,-1.6143,1.9522,-2.4349,2.787,-3.2577,3.6492,-0.9479,1.065,-1.7087,1.8788,-2.5082,2.7301,-3.3184,3.5946,3.403,111.16,8,8,2,491.968,0,0,Inactive
